Time,,x(t),vx(t),,y(t),vy(t),,z(t),vz(t)
928,,5453.83,5.8728,,-6632.94,3.7686,,-53239.9,2.16482
928.5,,5456.77,5.87279,,-6631.06,3.76861,,-53238.8,2.16489
929,,5459.7,5.87279,,-6629.17,3.76862,,-53237.7,2.16496
929.5,,5462.64,5.87278,,-6627.29,3.76862,,-53236.6,2.16503
930,,5465.58,5.87277,,-6625.4,3.76863,,-53235.6,2.16509
930.5,,5468.51,5.87277,,-6623.52,3.76864,,-53234.5,2.16516
931,,5471.45,5.87276,,-6621.63,3.76865,,-53233.4,2.16523
931.5,,5474.39,5.87275,,-6619.75,3.76866,,-53232.3,2.1653
932,,5477.32,5.87274,,-6617.87,3.76867,,-53231.2,2.16537
932.5,,5480.26,5.87274,,-6615.98,3.76868,,-53230.1,2.16543
933,,5483.19,5.87273,,-6614.1,3.76868,,-53229.1,2.1655
933.5,,5486.13,5.87272,,-6612.21,3.76869,,-53228,2.16557
934,,5489.07,5.87272,,-6610.33,3.7687,,-53226.9,2.16564
934.5,,5492,5.87271,,-6608.44,3.76871,,-53225.8,2.1657
935,,5494.94,5.8727,,-6606.56,3.76872,,-53224.7,2.16577
935.5,,5497.88,5.8727,,-6604.68,3.76873,,-53223.6,2.16584
936,,5500.81,5.87269,,-6602.79,3.76873,,-53222.6,2.16591
936.5,,5503.75,5.87268,,-6600.91,3.76874,,-53221.5,2.16597
937,,5506.69,5.87267,,-6599.02,3.76875,,-53220.4,2.16604
937.5,,5509.62,5.87267,,-6597.14,3.76876,,-53219.3,2.16611
938,,5512.56,5.87266,,-6595.25,3.76877,,-53218.2,2.16618
938.5,,5515.49,5.87265,,-6593.37,3.76878,,-53217.1,2.16625
939,,5518.43,5.87265,,-6591.49,3.76878,,-53216.1,2.16631
939.5,,5521.37,5.87264,,-6589.6,3.76879,,-53215,2.16638
940,,5524.3,5.87263,,-6587.72,3.7688,,-53213.9,2.16645
940.5,,5527.24,5.87263,,-6585.83,3.76881,,-53212.8,2.16652
941,,5530.18,5.87262,,-6583.95,3.76882,,-53211.7,2.16658
941.5,,5533.11,5.87261,,-6582.06,3.76883,,-53210.6,2.16665
942,,5536.05,5.8726,,-6580.18,3.76883,,-53209.6,2.16672
942.5,,5538.98,5.8726,,-6578.29,3.76884,,-53208.5,2.16679
943,,5541.92,5.87259,,-6576.41,3.76885,,-53207.4,2.16686
943.5,,5544.86,5.87258,,-6574.53,3.76886,,-53206.3,2.16692
944,,5547.79,5.87258,,-6572.64,3.76887,,-53205.2,2.16699
944.5,,5550.73,5.87257,,-6570.76,3.76888,,-53204.1,2.16706
945,,5553.67,5.87256,,-6568.87,3.76888,,-53203.1,2.16713
945.5,,5556.6,5.87255,,-6566.99,3.76889,,-53202,2.16719
946,,5559.54,5.87255,,-6565.1,3.7689,,-53200.9,2.16726
946.5,,5562.48,5.87254,,-6563.22,3.76891,,-53199.8,2.16733
947,,5565.41,5.87253,,-6561.33,3.76892,,-53198.7,2.1674
947.5,,5568.35,5.87253,,-6559.45,3.76893,,-53197.6,2.16746
948,,5571.28,5.87252,,-6557.57,3.76893,,-53196.6,2.16753
948.5,,5574.22,5.87251,,-6555.68,3.76894,,-53195.5,2.1676
949,,5577.16,5.87251,,-6553.8,3.76895,,-53194.4,2.16767
949.5,,5580.09,5.8725,,-6551.91,3.76896,,-53193.3,2.16774
950,,5583.03,5.87249,,-6550.03,3.76897,,-53192.2,2.1678
950.5,,5585.97,5.87248,,-6548.14,3.76898,,-53191.1,2.16787
951,,5588.9,5.87248,,-6546.26,3.76898,,-53190.1,2.16794
951.5,,5591.84,5.87247,,-6544.37,3.76899,,-53189,2.16801
952,,5594.77,5.87246,,-6542.49,3.769,,-53187.9,2.16807
952.5,,5597.71,5.87246,,-6540.61,3.76901,,-53186.8,2.16814
953,,5600.65,5.87245,,-6538.72,3.76902,,-53185.7,2.16821
953.5,,5603.58,5.87244,,-6536.84,3.76903,,-53184.6,2.16828
954,,5606.52,5.87243,,-6534.95,3.76903,,-53183.6,2.16835
954.5,,5609.46,5.87243,,-6533.07,3.76904,,-53182.5,2.16841
955,,5612.39,5.87242,,-6531.18,3.76905,,-53181.4,2.16848
955.5,,5615.33,5.87241,,-6529.3,3.76906,,-53180.3,2.16855
956,,5618.26,5.87241,,-6527.41,3.76907,,-53179.2,2.16862
956.5,,5621.2,5.8724,,-6525.53,3.76908,,-53178.1,2.16868
957,,5624.14,5.87239,,-6523.64,3.76908,,-53177,2.16875
957.5,,5627.07,5.87238,,-6521.76,3.76909,,-53176,2.16882
958,,5630.01,5.87238,,-6519.88,3.7691,,-53174.9,2.16889
958.5,,5632.94,5.87237,,-6517.99,3.76911,,-53173.8,2.16896
959,,5635.88,5.87236,,-6516.11,3.76912,,-53172.7,2.16902
959.5,,5638.82,5.87236,,-6514.22,3.76913,,-53171.6,2.16909
960,,5641.75,5.87235,,-6512.34,3.76913,,-53170.5,2.16916
960.5,,5644.69,5.87234,,-6510.45,3.76914,,-53169.5,2.16923
961,,5647.63,5.87233,,-6508.57,3.76915,,-53168.4,2.16929
961.5,,5650.56,5.87233,,-6506.68,3.76916,,-53167.3,2.16936
962,,5653.5,5.87232,,-6504.8,3.76917,,-53166.2,2.16943
962.5,,5656.43,5.87231,,-6502.91,3.76918,,-53165.1,2.1695
963,,5659.37,5.8723,,-6501.03,3.76918,,-53164,2.16957
963.5,,5662.31,5.8723,,-6499.14,3.76919,,-53162.9,2.16963
964,,5665.24,5.87229,,-6497.26,3.7692,,-53161.9,2.1697
964.5,,5668.18,5.87228,,-6495.38,3.76921,,-53160.8,2.16977
965,,5671.11,5.87228,,-6493.49,3.76922,,-53159.7,2.16984
965.5,,5674.05,5.87227,,-6491.61,3.76923,,-53158.6,2.16991
966,,5676.99,5.87226,,-6489.72,3.76923,,-53157.5,2.16997
966.5,,5679.92,5.87225,,-6487.84,3.76924,,-53156.4,2.17004
967,,5682.86,5.87225,,-6485.95,3.76925,,-53155.4,2.17011
967.5,,5685.8,5.87224,,-6484.07,3.76926,,-53154.3,2.17018
968,,5688.73,5.87223,,-6482.18,3.76927,,-53153.2,2.17024
968.5,,5691.67,5.87223,,-6480.3,3.76928,,-53152.1,2.17031
969,,5694.6,5.87222,,-6478.41,3.76928,,-53151,2.17038
969.5,,5697.54,5.87221,,-6476.53,3.76929,,-53149.9,2.17045
970,,5700.48,5.8722,,-6474.64,3.7693,,-53148.8,2.17052
970.5,,5703.41,5.8722,,-6472.76,3.76931,,-53147.8,2.17058
971,,5706.35,5.87219,,-6470.88,3.76932,,-53146.7,2.17065
971.5,,5709.28,5.87218,,-6468.99,3.76933,,-53145.6,2.17072
972,,5712.22,5.87217,,-6467.11,3.76933,,-53144.5,2.17079
972.5,,5715.16,5.87217,,-6465.22,3.76934,,-53143.4,2.17086
973,,5718.09,5.87216,,-6463.34,3.76935,,-53142.3,2.17092
973.5,,5721.03,5.87215,,-6461.45,3.76936,,-53141.2,2.17099
974,,5723.96,5.87214,,-6459.57,3.76937,,-53140.2,2.17106
974.5,,5726.9,5.87214,,-6457.68,3.76937,,-53139.1,2.17113
975,,5729.84,5.87213,,-6455.8,3.76938,,-53138,2.17119
975.5,,5732.77,5.87212,,-6453.91,3.76939,,-53136.9,2.17126
976,,5735.71,5.87212,,-6452.03,3.7694,,-53135.8,2.17133
976.5,,5738.65,5.87211,,-6450.14,3.76941,,-53134.7,2.1714
977,,5741.58,5.8721,,-6448.26,3.76942,,-53133.6,2.17147
977.5,,5744.52,5.87209,,-6446.37,3.76942,,-53132.6,2.17153
978,,5747.45,5.87209,,-6444.49,3.76943,,-53131.5,2.1716
978.5,,5750.39,5.87208,,-6442.61,3.76944,,-53130.4,2.17167
979,,5753.33,5.87207,,-6440.72,3.76945,,-53129.3,2.17174
979.5,,5756.26,5.87206,,-6438.84,3.76946,,-53128.2,2.17181
980,,5759.2,5.87206,,-6436.95,3.76947,,-53127.1,2.17187
980.5,,5762.13,5.87205,,-6435.07,3.76947,,-53126,2.17194
981,,5765.07,5.87204,,-6433.18,3.76948,,-53125,2.17201
981.5,,5768.01,5.87203,,-6431.3,3.76949,,-53123.9,2.17208
982,,5770.94,5.87203,,-6429.41,3.7695,,-53122.8,2.17215
982.5,,5773.88,5.87202,,-6427.53,3.76951,,-53121.7,2.17221
983,,5776.81,5.87201,,-6425.64,3.76951,,-53120.6,2.17228
983.5,,5779.75,5.87201,,-6423.76,3.76952,,-53119.5,2.17235
984,,5782.69,5.872,,-6421.87,3.76953,,-53118.4,2.17242
984.5,,5785.62,5.87199,,-6419.99,3.76954,,-53117.4,2.17248
985,,5788.56,5.87198,,-6418.1,3.76955,,-53116.3,2.17255
985.5,,5791.49,5.87198,,-6416.22,3.76956,,-53115.2,2.17262
986,,5794.43,5.87197,,-6414.33,3.76956,,-53114.1,2.17269
986.5,,5797.37,5.87196,,-6412.45,3.76957,,-53113,2.17276
987,,5800.3,5.87195,,-6410.56,3.76958,,-53111.9,2.17282
987.5,,5803.24,5.87195,,-6408.68,3.76959,,-53110.8,2.17289
988,,5806.17,5.87194,,-6406.79,3.7696,,-53109.7,2.17296
988.5,,5809.11,5.87193,,-6404.91,3.76961,,-53108.7,2.17303
989,,5812.05,5.87192,,-6403.03,3.76961,,-53107.6,2.1731
989.5,,5814.98,5.87192,,-6401.14,3.76962,,-53106.5,2.17316
990,,5817.92,5.87191,,-6399.26,3.76963,,-53105.4,2.17323
990.5,,5820.85,5.8719,,-6397.37,3.76964,,-53104.3,2.1733
991,,5823.79,5.87189,,-6395.49,3.76965,,-53103.2,2.17337
991.5,,5826.72,5.87189,,-6393.6,3.76965,,-53102.1,2.17344
992,,5829.66,5.87188,,-6391.72,3.76966,,-53101.1,2.1735
992.5,,5832.6,5.87187,,-6389.83,3.76967,,-53100,2.17357
993,,5835.53,5.87186,,-6387.95,3.76968,,-53098.9,2.17364
993.5,,5838.47,5.87186,,-6386.06,3.76969,,-53097.8,2.17371
994,,5841.4,5.87185,,-6384.18,3.7697,,-53096.7,2.17378
994.5,,5844.34,5.87184,,-6382.29,3.7697,,-53095.6,2.17384
995,,5847.28,5.87183,,-6380.41,3.76971,,-53094.5,2.17391
995.5,,5850.21,5.87183,,-6378.52,3.76972,,-53093.4,2.17398
996,,5853.15,5.87182,,-6376.64,3.76973,,-53092.4,2.17405
996.5,,5856.08,5.87181,,-6374.75,3.76974,,-53091.3,2.17412
997,,5859.02,5.8718,,-6372.87,3.76974,,-53090.2,2.17418
997.5,,5861.96,5.8718,,-6370.98,3.76975,,-53089.1,2.17425
998,,5864.89,5.87179,,-6369.1,3.76976,,-53088,2.17432
998.5,,5867.83,5.87178,,-6367.21,3.76977,,-53086.9,2.17439
999,,5870.76,5.87177,,-6365.33,3.76978,,-53085.8,2.17446
999.5,,5873.7,5.87177,,-6363.44,3.76978,,-53084.8,2.17452
1000,,5876.64,5.87176,,-6361.56,3.76979,,-53083.7,2.17459
1000.5,,5879.57,5.87175,,-6359.67,3.7698,,-53082.6,2.17466
1001,,5882.51,5.87174,,-6357.79,3.76981,,-53081.5,2.17473
1001.5,,5885.44,5.87174,,-6355.9,3.76982,,-53080.4,2.1748
1002,,5888.38,5.87173,,-6354.02,3.76983,,-53079.3,2.17486
1002.5,,5891.31,5.87172,,-6352.13,3.76983,,-53078.2,2.17493
1003,,5894.25,5.87171,,-6350.25,3.76984,,-53077.1,2.175
1003.5,,5897.19,5.87171,,-6348.36,3.76985,,-53076.1,2.17507
1004,,5900.12,5.8717,,-6346.48,3.76986,,-53075,2.17514
1004.5,,5903.06,5.87169,,-6344.59,3.76987,,-53073.9,2.1752
1005,,5905.99,5.87168,,-6342.71,3.76987,,-53072.8,2.17527
1005.5,,5908.93,5.87168,,-6340.82,3.76988,,-53071.7,2.17534
1006,,5911.87,5.87167,,-6338.94,3.76989,,-53070.6,2.17541
1006.5,,5914.8,5.87166,,-6337.05,3.7699,,-53069.5,2.17548
1007,,5917.74,5.87165,,-6335.17,3.76991,,-53068.4,2.17554
1007.5,,5920.67,5.87165,,-6333.28,3.76991,,-53067.4,2.17561
1008,,5923.61,5.87164,,-6331.4,3.76992,,-53066.3,2.17568
1008.5,,5926.54,5.87163,,-6329.51,3.76993,,-53065.2,2.17575
1009,,5929.48,5.87162,,-6327.63,3.76994,,-53064.1,2.17582
1009.5,,5932.42,5.87162,,-6325.74,3.76995,,-53063,2.17588
1010,,5935.35,5.87161,,-6323.86,3.76996,,-53061.9,2.17595
1010.5,,5938.29,5.8716,,-6321.97,3.76996,,-53060.8,2.17602
1011,,5941.22,5.87159,,-6320.09,3.76997,,-53059.7,2.17609
1011.5,,5944.16,5.87158,,-6318.2,3.76998,,-53058.6,2.17616
1012,,5947.1,5.87158,,-6316.32,3.76999,,-53057.6,2.17622
1012.5,,5950.03,5.87157,,-6314.43,3.77,,-53056.5,2.17629
1013,,5952.97,5.87156,,-6312.55,3.77,,-53055.4,2.17636
1013.5,,5955.9,5.87155,,-6310.66,3.77001,,-53054.3,2.17643
1014,,5958.84,5.87155,,-6308.78,3.77002,,-53053.2,2.1765
1014.5,,5961.77,5.87154,,-6306.89,3.77003,,-53052.1,2.17656
1015,,5964.71,5.87153,,-6305.01,3.77004,,-53051,2.17663
1015.5,,5967.65,5.87152,,-6303.12,3.77004,,-53049.9,2.1767
1016,,5970.58,5.87152,,-6301.24,3.77005,,-53048.9,2.17677
1016.5,,5973.52,5.87151,,-6299.35,3.77006,,-53047.8,2.17684
1017,,5976.45,5.8715,,-6297.47,3.77007,,-53046.7,2.1769
1017.5,,5979.39,5.87149,,-6295.58,3.77008,,-53045.6,2.17697
1018,,5982.32,5.87149,,-6293.7,3.77009,,-53044.5,2.17704
1018.5,,5985.26,5.87148,,-6291.81,3.77009,,-53043.4,2.17711
1019,,5988.2,5.87147,,-6289.93,3.7701,,-53042.3,2.17718
1019.5,,5991.13,5.87146,,-6288.04,3.77011,,-53041.2,2.17724
1020,,5994.07,5.87145,,-6286.16,3.77012,,-53040.1,2.17731
1020.5,,5997,5.87145,,-6284.27,3.77013,,-53039.1,2.17738
1021,,5999.94,5.87144,,-6282.39,3.77013,,-53038,2.17745
1021.5,,6002.87,5.87143,,-6280.5,3.77014,,-53036.9,2.17752
1022,,6005.81,5.87142,,-6278.62,3.77015,,-53035.8,2.17759
1022.5,,6008.75,5.87142,,-6276.73,3.77016,,-53034.7,2.17765
1023,,6011.68,5.87141,,-6274.85,3.77017,,-53033.6,2.17772
1023.5,,6014.62,5.8714,,-6272.96,3.77017,,-53032.5,2.17779
1024,,6017.55,5.87139,,-6271.08,3.77018,,-53031.4,2.17786
1024.5,,6020.49,5.87139,,-6269.19,3.77019,,-53030.3,2.17793
1025,,6023.42,5.87138,,-6267.31,3.7702,,-53029.3,2.17799
1025.5,,6026.36,5.87137,,-6265.42,3.77021,,-53028.2,2.17806
1026,,6029.3,5.87136,,-6263.54,3.77021,,-53027.1,2.17813
1026.5,,6032.23,5.87135,,-6261.65,3.77022,,-53026,2.1782
1027,,6035.17,5.87135,,-6259.77,3.77023,,-53024.9,2.17827
1027.5,,6038.1,5.87134,,-6257.88,3.77024,,-53023.8,2.17833
1028,,6041.04,5.87133,,-6256,3.77025,,-53022.7,2.1784
1028.5,,6043.97,5.87132,,-6254.11,3.77025,,-53021.6,2.17847
1029,,6046.91,5.87132,,-6252.23,3.77026,,-53020.5,2.17854
1029.5,,6049.85,5.87131,,-6250.34,3.77027,,-53019.5,2.17861
1030,,6052.78,5.8713,,-6248.46,3.77028,,-53018.4,2.17868
1030.5,,6055.72,5.87129,,-6246.57,3.77029,,-53017.3,2.17874
1031,,6058.65,5.87128,,-6244.69,3.77029,,-53016.2,2.17881
1031.5,,6061.59,5.87128,,-6242.8,3.7703,,-53015.1,2.17888
1032,,6064.52,5.87127,,-6240.92,3.77031,,-53014,2.17895
1032.5,,6067.46,5.87126,,-6239.03,3.77032,,-53012.9,2.17902
1033,,6070.4,5.87125,,-6237.15,3.77033,,-53011.8,2.17908
1033.5,,6073.33,5.87125,,-6235.26,3.77033,,-53010.7,2.17915
1034,,6076.27,5.87124,,-6233.38,3.77034,,-53009.6,2.17922
1034.5,,6079.2,5.87123,,-6231.49,3.77035,,-53008.6,2.17929
1035,,6082.14,5.87122,,-6229.61,3.77036,,-53007.5,2.17936
1035.5,,6085.07,5.87121,,-6227.72,3.77037,,-53006.4,2.17942
1036,,6088.01,5.87121,,-6225.84,3.77037,,-53005.3,2.17949
1036.5,,6090.94,5.8712,,-6223.95,3.77038,,-53004.2,2.17956
1037,,6093.88,5.87119,,-6222.07,3.77039,,-53003.1,2.17963
1037.5,,6096.82,5.87118,,-6220.18,3.7704,,-53002,2.1797
1038,,6099.75,5.87117,,-6218.29,3.77041,,-53000.9,2.17977
1038.5,,6102.69,5.87117,,-6216.41,3.77041,,-52999.8,2.17983
1039,,6105.62,5.87116,,-6214.52,3.77042,,-52998.8,2.1799
1039.5,,6108.56,5.87115,,-6212.64,3.77043,,-52997.7,2.17997
1040,,6111.49,5.87114,,-6210.75,3.77044,,-52996.6,2.18004
1040.5,,6114.43,5.87114,,-6208.87,3.77045,,-52995.5,2.18011
1041,,6117.36,5.87113,,-6206.98,3.77045,,-52994.4,2.18017
1041.5,,6120.3,5.87112,,-6205.1,3.77046,,-52993.3,2.18024
1042,,6123.24,5.87111,,-6203.21,3.77047,,-52992.2,2.18031
1042.5,,6126.17,5.8711,,-6201.33,3.77048,,-52991.1,2.18038
1043,,6129.11,5.8711,,-6199.44,3.77049,,-52990,2.18045
1043.5,,6132.04,5.87109,,-6197.56,3.77049,,-52988.9,2.18052
1044,,6134.98,5.87108,,-6195.67,3.7705,,-52987.9,2.18058
1044.5,,6137.91,5.87107,,-6193.79,3.77051,,-52986.8,2.18065
1045,,6140.85,5.87106,,-6191.9,3.77052,,-52985.7,2.18072
1045.5,,6143.78,5.87106,,-6190.02,3.77053,,-52984.6,2.18079
1046,,6146.72,5.87105,,-6188.13,3.77053,,-52983.5,2.18086
1046.5,,6149.66,5.87104,,-6186.25,3.77054,,-52982.4,2.18092
1047,,6152.59,5.87103,,-6184.36,3.77055,,-52981.3,2.18099
1047.5,,6155.53,5.87103,,-6182.48,3.77056,,-52980.2,2.18106
1048,,6158.46,5.87102,,-6180.59,3.77057,,-52979.1,2.18113
1048.5,,6161.4,5.87101,,-6178.7,3.77057,,-52978,2.1812
1049,,6164.33,5.871,,-6176.82,3.77058,,-52976.9,2.18127
1049.5,,6167.27,5.87099,,-6174.93,3.77059,,-52975.9,2.18133
1050,,6170.2,5.87099,,-6173.05,3.7706,,-52974.8,2.1814
1050.5,,6173.14,5.87098,,-6171.16,3.77061,,-52973.7,2.18147
1051,,6176.08,5.87097,,-6169.28,3.77061,,-52972.6,2.18154
1051.5,,6179.01,5.87096,,-6167.39,3.77062,,-52971.5,2.18161
1052,,6181.95,5.87095,,-6165.51,3.77063,,-52970.4,2.18168
1052.5,,6184.88,5.87095,,-6163.62,3.77064,,-52969.3,2.18174
1053,,6187.82,5.87094,,-6161.74,3.77065,,-52968.2,2.18181
1053.5,,6190.75,5.87093,,-6159.85,3.77065,,-52967.1,2.18188
1054,,6193.69,5.87092,,-6157.97,3.77066,,-52966,2.18195
1054.5,,6196.62,5.87091,,-6156.08,3.77067,,-52964.9,2.18202
1055,,6199.56,5.87091,,-6154.2,3.77068,,-52963.9,2.18208
1055.5,,6202.49,5.8709,,-6152.31,3.77069,,-52962.8,2.18215
1056,,6205.43,5.87089,,-6150.42,3.77069,,-52961.7,2.18222
1056.5,,6208.37,5.87088,,-6148.54,3.7707,,-52960.6,2.18229
1057,,6211.3,5.87087,,-6146.65,3.77071,,-52959.5,2.18236
1057.5,,6214.24,5.87087,,-6144.77,3.77072,,-52958.4,2.18243
1058,,6217.17,5.87086,,-6142.88,3.77072,,-52957.3,2.18249
1058.5,,6220.11,5.87085,,-6141,3.77073,,-52956.2,2.18256
1059,,6223.04,5.87084,,-6139.11,3.77074,,-52955.1,2.18263
1059.5,,6225.98,5.87083,,-6137.23,3.77075,,-52954,2.1827
1060,,6228.91,5.87083,,-6135.34,3.77076,,-52952.9,2.18277
1060.5,,6231.85,5.87082,,-6133.46,3.77076,,-52951.9,2.18284
1061,,6234.78,5.87081,,-6131.57,3.77077,,-52950.8,2.1829
1061.5,,6237.72,5.8708,,-6129.69,3.77078,,-52949.7,2.18297
1062,,6240.65,5.87079,,-6127.8,3.77079,,-52948.6,2.18304
1062.5,,6243.59,5.87079,,-6125.91,3.7708,,-52947.5,2.18311
1063,,6246.53,5.87078,,-6124.03,3.7708,,-52946.4,2.18318
1063.5,,6249.46,5.87077,,-6122.14,3.77081,,-52945.3,2.18324
1064,,6252.4,5.87076,,-6120.26,3.77082,,-52944.2,2.18331
1064.5,,6255.33,5.87075,,-6118.37,3.77083,,-52943.1,2.18338
1065,,6258.27,5.87075,,-6116.49,3.77084,,-52942,2.18345
1065.5,,6261.2,5.87074,,-6114.6,3.77084,,-52940.9,2.18352
1066,,6264.14,5.87073,,-6112.72,3.77085,,-52939.8,2.18359
1066.5,,6267.07,5.87072,,-6110.83,3.77086,,-52938.8,2.18365
1067,,6270.01,5.87071,,-6108.95,3.77087,,-52937.7,2.18372
1067.5,,6272.94,5.8707,,-6107.06,3.77087,,-52936.6,2.18379
1068,,6275.88,5.8707,,-6105.18,3.77088,,-52935.5,2.18386
1068.5,,6278.81,5.87069,,-6103.29,3.77089,,-52934.4,2.18393
1069,,6281.75,5.87068,,-6101.4,3.7709,,-52933.3,2.184
1069.5,,6284.69,5.87067,,-6099.52,3.77091,,-52932.2,2.18406
1070,,6287.62,5.87066,,-6097.63,3.77091,,-52931.1,2.18413
1070.5,,6290.56,5.87066,,-6095.75,3.77092,,-52930,2.1842
1071,,6293.49,5.87065,,-6093.86,3.77093,,-52928.9,2.18427
1071.5,,6296.43,5.87064,,-6091.98,3.77094,,-52927.8,2.18434
1072,,6299.36,5.87063,,-6090.09,3.77095,,-52926.7,2.18441
1072.5,,6302.3,5.87062,,-6088.21,3.77095,,-52925.6,2.18447
1073,,6305.23,5.87062,,-6086.32,3.77096,,-52924.6,2.18454
1073.5,,6308.17,5.87061,,-6084.44,3.77097,,-52923.5,2.18461
1074,,6311.1,5.8706,,-6082.55,3.77098,,-52922.4,2.18468
1074.5,,6314.04,5.87059,,-6080.66,3.77099,,-52921.3,2.18475
1075,,6316.97,5.87058,,-6078.78,3.77099,,-52920.2,2.18482
1075.5,,6319.91,5.87057,,-6076.89,3.771,,-52919.1,2.18488
1076,,6322.84,5.87057,,-6075.01,3.77101,,-52918,2.18495
1076.5,,6325.78,5.87056,,-6073.12,3.77102,,-52916.9,2.18502
1077,,6328.72,5.87055,,-6071.24,3.77102,,-52915.8,2.18509
1077.5,,6331.65,5.87054,,-6069.35,3.77103,,-52914.7,2.18516
1078,,6334.59,5.87053,,-6067.47,3.77104,,-52913.6,2.18523
1078.5,,6337.52,5.87053,,-6065.58,3.77105,,-52912.5,2.18529
1079,,6340.46,5.87052,,-6063.69,3.77106,,-52911.4,2.18536
1079.5,,6343.39,5.87051,,-6061.81,3.77106,,-52910.4,2.18543
1080,,6346.33,5.8705,,-6059.92,3.77107,,-52909.3,2.1855
1080.5,,6349.26,5.87049,,-6058.04,3.77108,,-52908.2,2.18557
1081,,6352.2,5.87048,,-6056.15,3.77109,,-52907.1,2.18564
1081.5,,6355.13,5.87048,,-6054.27,3.77109,,-52906,2.1857
1082,,6358.07,5.87047,,-6052.38,3.7711,,-52904.9,2.18577
1082.5,,6361,5.87046,,-6050.5,3.77111,,-52903.8,2.18584
1083,,6363.94,5.87045,,-6048.61,3.77112,,-52902.7,2.18591
1083.5,,6366.87,5.87044,,-6046.72,3.77113,,-52901.6,2.18598
1084,,6369.81,5.87044,,-6044.84,3.77113,,-52900.5,2.18605
1084.5,,6372.74,5.87043,,-6042.95,3.77114,,-52899.4,2.18611
1085,,6375.68,5.87042,,-6041.07,3.77115,,-52898.3,2.18618
1085.5,,6378.61,5.87041,,-6039.18,3.77116,,-52897.2,2.18625
1086,,6381.55,5.8704,,-6037.3,3.77117,,-52896.1,2.18632
1086.5,,6384.48,5.87039,,-6035.41,3.77117,,-52895.1,2.18639
1087,,6387.42,5.87039,,-6033.53,3.77118,,-52894,2.18646
1087.5,,6390.35,5.87038,,-6031.64,3.77119,,-52892.9,2.18653
1088,,6393.29,5.87037,,-6029.75,3.7712,,-52891.8,2.18659
1088.5,,6396.23,5.87036,,-6027.87,3.7712,,-52890.7,2.18666
1089,,6399.16,5.87035,,-6025.98,3.77121,,-52889.6,2.18673
1089.5,,6402.1,5.87034,,-6024.1,3.77122,,-52888.5,2.1868
1090,,6405.03,5.87034,,-6022.21,3.77123,,-52887.4,2.18687
1090.5,,6407.97,5.87033,,-6020.33,3.77124,,-52886.3,2.18694
1091,,6410.9,5.87032,,-6018.44,3.77124,,-52885.2,2.187
1091.5,,6413.84,5.87031,,-6016.56,3.77125,,-52884.1,2.18707
1092,,6416.77,5.8703,,-6014.67,3.77126,,-52883,2.18714
1092.5,,6419.71,5.87029,,-6012.78,3.77127,,-52881.9,2.18721
1093,,6422.64,5.87029,,-6010.9,3.77127,,-52880.8,2.18728
1093.5,,6425.58,5.87028,,-6009.01,3.77128,,-52879.7,2.18735
1094,,6428.51,5.87027,,-6007.13,3.77129,,-52878.7,2.18741
1094.5,,6431.45,5.87026,,-6005.24,3.7713,,-52877.6,2.18748
1095,,6434.38,5.87025,,-6003.36,3.77131,,-52876.5,2.18755
1095.5,,6437.32,5.87024,,-6001.47,3.77131,,-52875.4,2.18762
1096,,6440.25,5.87024,,-5999.58,3.77132,,-52874.3,2.18769
1096.5,,6443.19,5.87023,,-5997.7,3.77133,,-52873.2,2.18776
1097,,6446.12,5.87022,,-5995.81,3.77134,,-52872.1,2.18782
1097.5,,6449.06,5.87021,,-5993.93,3.77134,,-52871,2.18789
1098,,6451.99,5.8702,,-5992.04,3.77135,,-52869.9,2.18796
1098.5,,6454.93,5.87019,,-5990.16,3.77136,,-52868.8,2.18803
1099,,6457.86,5.87019,,-5988.27,3.77137,,-52867.7,2.1881
1099.5,,6460.8,5.87018,,-5986.38,3.77138,,-52866.6,2.18817
1100,,6463.73,5.87017,,-5984.5,3.77138,,-52865.5,2.18824
1100.5,,6466.67,5.87016,,-5982.61,3.77139,,-52864.4,2.1883
1101,,6469.6,5.87015,,-5980.73,3.7714,,-52863.3,2.18837
1101.5,,6472.54,5.87014,,-5978.84,3.77141,,-52862.2,2.18844
1102,,6475.47,5.87014,,-5976.96,3.77141,,-52861.1,2.18851
1102.5,,6478.41,5.87013,,-5975.07,3.77142,,-52860.1,2.18858
1103,,6481.34,5.87012,,-5973.18,3.77143,,-52859,2.18865
1103.5,,6484.28,5.87011,,-5971.3,3.77144,,-52857.9,2.18871
1104,,6487.21,5.8701,,-5969.41,3.77144,,-52856.8,2.18878
1104.5,,6490.15,5.87009,,-5967.53,3.77145,,-52855.7,2.18885
1105,,6493.08,5.87009,,-5965.64,3.77146,,-52854.6,2.18892
1105.5,,6496.02,5.87008,,-5963.76,3.77147,,-52853.5,2.18899
1106,,6498.95,5.87007,,-5961.87,3.77148,,-52852.4,2.18906
1106.5,,6501.89,5.87006,,-5959.98,3.77148,,-52851.3,2.18913
1107,,6504.82,5.87005,,-5958.1,3.77149,,-52850.2,2.18919
1107.5,,6507.76,5.87004,,-5956.21,3.7715,,-52849.1,2.18926
1108,,6510.69,5.87004,,-5954.33,3.77151,,-52848,2.18933
1108.5,,6513.63,5.87003,,-5952.44,3.77151,,-52846.9,2.1894
1109,,6516.56,5.87002,,-5950.56,3.77152,,-52845.8,2.18947
1109.5,,6519.5,5.87001,,-5948.67,3.77153,,-52844.7,2.18954
